PATH,URL,HASH,MODULES,NAME,PYPI_VERSION,TAG_STATUS
./src/projects/3scale-api-python,https://github.com/3scale-qe/3scale-api-python,"80edea015ba3478a896269c95f048130a653f54a","{'threescale_api.auth', 'threescale_api.utils', 'threescale_api.resources', 'threescale_api.defaults', 'threescale_api.client', 'threescale_api.log_config', 'threescale_api.errors'}",3scale-api-python,,PGK_PATH_MODE
./src/projects/aaargh,https://github.com/wbolster/aaargh,"fb63414890d1e01158ee0e3bf834e23cc5d68005",{'aaargh.app'},aaargh,,PGK_PATH_MODE
